Icon,Date/Time,Description,"Event Type"
true,"1998-03-10 05:01:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00523_.WMF","File Modified"
true,"1998-03-10 05:01:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00525_.WMF","File Modified"
true,"1998-03-09 21:40:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00530_.WMF","File Modified"
true,"1998-08-20 23:56:04","/Program Files/Microsoft Office/Office12/FORMS/1033/SCHDCNCL.CFG","File Modified"
true,"1998-03-09 21:40:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00538_.WMF","File Modified"
true,"2000-05-24 11:23:16","/Program Files/Microsoft Office/Office12/FORMS/1033/SCHDREQ.CFG","File Modified"
true,"1998-03-10 02:40:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00641_.WMF","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Office12/FORMS/1033/SMIMEE.CFG","File Modified"
true,"1998-03-09 23:35:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00798_.WMF","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Office12/FORMS/1033/SMIMES.CFG","File Modified"
true,"2001-07-22 07:41:42","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/ttfsub.gpd","File Modified"
true,"1998-03-10 02:39:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00806_.WMF","File Modified"
true,"1998-03-10 02:39:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00807_.WMF","File Modified"
true,"1998-03-10 02:43:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00808_.WMF","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Office12/FORMS/1033/TASK.CFG","File Modified"
true,"1998-03-10 02:39:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00809_.WMF","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Office12/FORMS/1033/TASKDEC.CFG","File Modified"
true,"1999-01-06 23:57:46","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0196400.WMF","File Modified"
true,"1998-03-10 07:02:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01064_.WMF","File Modified"
true,"1999-03-30 21:57:20","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0222017.WMF","File Modified"
true,"1998-03-10 06:50:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01066_.WMF","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Office12/FORMS/1033/TASKREQ.CFG","File Modified"
true,"1999-09-13 22:52:14","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0285410.WMF","File Modified"
true,"1998-03-10 01:33:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01069_.WMF","File Modified"
true,"1999-11-12 21:58:48","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0297707.WMF","File Modified"
true,"1998-03-10 00:45:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01123_.WMF","File Modified"
true,"1998-08-20 23:56:10","/Program Files/Microsoft Office/Office12/FORMS/1033/TASKUPD.CFG","File Modified"
true,"1998-03-11 03:10:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA01701_.WMF","File Modified"
true,"2001-01-11 15:04:54","/Program Files/Microsoft Office/MEDIA/CAGCAT10/1033/CAGCAT10.MML","File Modified"
true,"1998-08-20 23:55:56","/Program Files/Microsoft Office/Office12/FORMS/1033/NOTE.CFG","File Modified"
true,"2001-01-11 15:04:56","/Program Files/Microsoft Office/MEDIA/CAGCAT10/CAGCAT10.MMW","File Modified"
true,"1998-03-11 10:02:52","/Program Files/Microsoft Office/MEDIA/CAGCAT10/ELPHRG01.WAV","File Modified"
true,"1998-10-25 21:04:20","/Program Files/Microsoft Office/Office12/1033/WZCNFLCT.CHM","File Modified"
true,"1998-01-16 03:31:04","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0088542.WMF","File Modified"
true,"1997-11-25 02:16:52","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0090070.WMF","File Modified"
true,"1998-01-15 00:47:20","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0090386.WMF","File Modified"
true,"1998-02-20 21:33:42","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0149407.WMF","File Modified"
true,"2000-05-17 07:05:34","/Program Files/Microsoft Office/Office12/1033/MSO.ACL","File Modified"
true,"1998-02-26 22:56:42","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0149481.WMF","File Modified"
true,"1998-08-20 23:55:58","/Program Files/Microsoft Office/Office12/FORMS/1033/OOFTMPL.CFG","File Modified"
true,"1998-03-16 22:08:22","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0149627.WMF","File Modified"
true,"1998-08-20 23:56:00","/Program Files/Microsoft Office/Office12/FORMS/1033/POST.CFG","File Modified"
true,"1997-12-08 13:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/PRRT.WMF","File Modified"
true,"1998-04-11 03:32:06","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0149887.WMF","File Modified"
true,"1998-08-20 23:56:02","/Program Files/Microsoft Office/Office12/FORMS/1033/REC.CFG","File Modified"
true,"1998-05-07 06:10:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/PRRTINST.WMF","File Modified"
true,"1998-05-14 22:17:08","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0157763.WMF","File Modified"
true,"1998-08-20 23:56:06","/Program Files/Microsoft Office/Office12/FORMS/1033/SCHDRESP.CFG","File Modified"
true,"2001-07-22 06:39:58","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/unidrv.hlp","File Modified"
true,"1998-06-12 04:27:54","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0157995.WMF","File Modified"
true,"1998-08-20 23:56:06","/Program Files/Microsoft Office/Office12/FORMS/1033/SCHDREST.CFG","File Modified"
true,"1998-06-12 04:28:12","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0158007.WMF","File Modified"
true,"1998-10-14 21:14:40","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0183168.WMF","File Modified"
true,"1998-10-14 21:21:14","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0183290.WMF","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Office12/FORMS/1033/SECURE.CFG","File Modified"
true,"1998-10-14 21:22:32","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0183328.WMF","File Modified"
true,"1997-12-08 13:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/RECYCLE.WMF","File Modified"
true,"1998-11-12 01:28:22","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0185604.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/ROAD_01.MID","File Modified"
true,"1998-11-12 02:32:08","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0186002.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/SAFRI_01.MID","File Modified"
true,"1998-11-12 02:25:24","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0186348.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/SCHOL_02.MID","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Office12/FORMS/1033/SIGN.CFG","File Modified"
true,"1998-11-17 00:11:58","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0187423.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/SHOW_01.MID","File Modified"
true,"1998-12-15 01:02:12","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0195384.WMF","File Modified"
true,"1998-03-09 22:26:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00256_.WMF","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Office12/FORMS/1033/TASKACC.CFG","File Modified"
true,"1998-12-15 01:03:44","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0195534.WMF","File Modified"
true,"1998-03-09 22:26:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00260_.WMF","File Modified"
true,"1998-12-15 01:05:50","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0195812.WMF","File Modified"
true,"1998-03-09 21:47:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00268_.WMF","File Modified"
true,"1998-12-15 01:08:20","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0196164.WMF","File Modified"
true,"1998-03-10 06:41:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00286_.WMF","File Modified"
true,"1999-01-06 23:57:18","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0196374.WMF","File Modified"
true,"1998-03-09 21:47:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00298_.WMF","File Modified"
true,"1999-02-12 21:46:08","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0212219.WMF","File Modified"
true,"1998-03-10 04:19:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00308_.WMF","File Modified"
true,"1999-02-12 21:53:28","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0212661.WMF","File Modified"
true,"1998-03-09 21:42:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00345_.WMF","File Modified"
true,"1999-02-12 21:57:10","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0212957.WMF","File Modified"
true,"1998-03-09 23:29:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00452_.WMF","File Modified"
true,"1999-02-17 10:50:20","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0214098.WAV","File Modified"
true,"1998-03-09 23:28:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL00712_.WMF","File Modified"
true,"1998-11-30 04:43:32","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0215086.WMF","File Modified"
true,"1998-03-11 07:11:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL01040_.WMF","File Modified"
true,"1999-03-12 22:54:26","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0216588.WMF","File Modified"
true,"1998-03-11 07:11:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL01041_.WMF","File Modified"
true,"1999-03-12 22:58:02","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0216724.WMF","File Modified"
true,"2001-08-18 10:36:10","/WINDOWS/system32/dllcache/EXCH_adsiisex.dll","File Modified"
true,"1998-03-11 05:41:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/SL01394_.WMF","File Modified"
true,"1999-03-12 23:18:26","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0217698.WMF","File Modified"
true,"2001-08-18 10:36:10","/WINDOWS/system32/dllcache/EXCH_aqadmin.dll","File Modified"
true,"1999-03-30 21:57:16","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0222015.WMF","File Modified"
true,"2001-08-18 10:36:16","/WINDOWS/system32/dllcache/EXCH_fcachdll.dll","File Modified"
true,"1998-03-09 22:28:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00257_.WMF","File Modified"
true,"1999-03-30 21:57:24","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0222019.WMF","File Modified"
true,"2001-08-18 10:36:18","/WINDOWS/system32/dllcache/EXCH_mailmsg.dll","File Modified"
true,"1998-03-10 03:26:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00289_.WMF","File Modified"
true,"1999-03-30 21:57:30","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0222021.WMF","File Modified"
true,"2001-08-18 10:36:28","/WINDOWS/system32/dllcache/EXCH_ntfsdrv.dll","File Modified"
true,"1998-03-09 21:42:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00305_.WMF","File Modified"
true,"1998-08-04 06:28:08","/Program Files/Microsoft Office/Office12/ADDINS/DLGSETP.ECF","File Modified"
true,"1999-04-14 23:12:28","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0229385.WMF","File Modified"
true,"2001-08-18 10:36:54","/WINDOWS/system32/dllcache/EXCH_regtrace.exe","File Modified"
true,"1998-03-09 22:27:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00345_.WMF","File Modified"
true,"1998-08-04 06:28:08","/Program Files/Microsoft Office/Office12/ADDINS/DUMPSTER.ECF","File Modified"
true,"1999-04-14 23:12:30","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0229389.WMF","File Modified"
true,"2001-08-18 10:36:30","/WINDOWS/system32/dllcache/EXCH_scripto.dll","File Modified"
true,"1997-06-28 09:25:30","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0230876.WMF","File Modified"
true,"1998-08-01 00:01:30","/Program Files/Microsoft Office/Office12/ADDINS/FAXEXT.ECF","File Modified"
true,"2001-08-18 10:36:30","/WINDOWS/system32/dllcache/EXCH_seos.dll","File Modified"
true,"1999-02-06 23:57:30","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0233018.WMF","File Modified"
true,"2001-08-18 10:36:32","/WINDOWS/system32/dllcache/EXCH_smtpctrs.dll","File Modified"
true,"1998-11-30 04:43:48","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0233070.WMF","File Modified"
true,"2001-08-18 10:36:32","/WINDOWS/system32/dllcache/EXCH_snprfdll.dll","File Modified"
true,"1998-10-08 12:46:18","/Program Files/Microsoft Office/Office12/ADDINS/MSSPC.ECF","File Modified"
true,"1999-02-14 00:07:24","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0233312.WMF","File Modified"
true,"1999-04-08 00:15:36","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0234131.WMF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrv42a.dll","File Created"
true,"1999-04-07 03:52:36","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0234266.WMF","File Modified"
true,"2001-07-21 23:44:18","/WINDOWS/Help/cyycoins.chm","File Created"
true,"1999-03-25 02:18:36","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0234657.WMF","File Modified"
true,"2001-07-21 23:45:32","/WINDOWS/Help/cyzcoins.chm","File Created"
true,"1999-11-12 00:48:02","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0234687.GIF","File Modified"
true,"1999-04-29 01:33:38","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0235241.WMF","File Modified"
true,"1998-10-08 12:47:00","/Program Files/Microsoft Office/Office12/ADDINS/PMAILEXT.ECF","File Modified"
true,"2000-10-17 01:58:54","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0235319.WMF","File Modified"
true,"1999-05-13 23:44:00","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0240695.WMF","File Modified"
true,"2001-07-22 07:39:44","/WINDOWS/ServicePackFiles/i386/pjl.gpd","File Modified"
true,"1999-05-13 23:44:28","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0240719.WMF","File Modified"
true,"1999-06-11 02:48:54","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0251301.WMF","File Modified"
true,"1999-06-11 03:02:30","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0251871.WMF","File Modified"
true,"1999-06-11 03:03:48","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0251925.WMF","File Modified"
true,"1999-06-11 03:16:16","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0252349.WMF","File Modified"
true,"1999-07-13 23:54:24","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0278882.WMF","File Modified"
true,"1999-08-12 20:53:20","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0281904.WMF","File Modified"
true,"1999-07-22 23:33:56","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0283209.GIF","File Modified"
true,"1999-05-20 06:53:44","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0284916.JPG","File Modified"
true,"1999-09-13 22:50:54","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0285360.WMF","File Modified"
true,"1999-11-12 22:00:16","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0297749.WMF","File Modified"
true,"1999-11-12 20:35:32","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0298653.WMF","File Modified"
true,"1999-11-12 22:04:20","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0299125.WMF","File Modified"
true,"1999-11-12 22:05:16","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0299171.WMF","File Modified"
true,"1999-11-12 22:16:10","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0299611.WMF","File Modified"
true,"1999-12-14 05:05:14","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0301480.WMF","File Modified"
true,"1999-12-21 03:08:02","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0302827.JPG","File Modified"
true,"1999-12-14 05:28:12","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0305257.WMF","File Modified"
true,"2000-04-27 07:21:20","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0332364.WMF","File Modified"
true,"1999-09-13 22:53:40","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0285444.WMF","File Modified"
true,"1999-09-13 23:03:10","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0285698.WMF","File Modified"
true,"1999-09-13 23:05:00","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0285750.WMF","File Modified"
true,"1999-09-13 23:11:54","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0285926.WMF","File Modified"
true,"2000-03-14 20:37:56","Document Created :  : ","Document Created"
true,"1999-09-13 23:13:04","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0286034.WMF","File Modified"
true,"1998-03-05 03:10:42","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/ASSETS.GIF","File Modified"
true,"1999-09-13 23:13:42","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0286068.WMF","File Modified"
true,"1998-03-05 03:24:36","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/CONTACTS.GIF","File Modified"
true,"1999-09-03 18:38:00","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0287005.WMF","File Modified"
true,"1998-03-05 03:24:50","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/EVTMGMT.GIF","File Modified"
true,"1999-10-14 01:20:56","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0291984.WMF","File Modified"
true,"1998-03-05 03:25:00","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/EXPENSES.GIF","File Modified"
true,"1999-10-14 01:22:24","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0292020.WMF","File Modified"
true,"1998-03-05 03:11:30","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/INVENTRY.GIF","File Modified"
true,"1999-10-14 01:26:02","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0292152.WMF","File Modified"
true,"1997-10-21 22:39:43","Document Created :  : ","Document Created"
true,"1998-03-05 03:11:56","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/LEDGER.GIF","File Modified"
true,"1999-10-15 23:29:04","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0292982.WMF","File Modified"
true,"1996-10-03 21:59:12","Document Created :  : ","Document Created"
true,"1998-03-05 03:11:06","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/ORDPROC.GIF","File Modified"
true,"1998-05-30 03:10:30","/Program Files/Microsoft Office/Office12/MEDIA/APPLAUSE.WAV","File Modified"
true,"1999-10-15 23:31:22","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0293234.WMF","File Modified"
true,"1998-03-05 03:11:52","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/RESOURCE.GIF","File Modified"
true,"1999-10-15 23:31:22","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0293236.WMF","File Modified"
true,"2000-05-17 03:26:08","/Program Files/Microsoft Office/Office12/MEDIA/ARROW.WAV","File Modified"
true,"1998-03-05 03:12:12","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/SERVICE.GIF","File Modified"
true,"1999-10-15 23:31:22","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0293238.WMF","File Modified"
true,"2000-05-17 03:02:34","/Program Files/Microsoft Office/Office12/MEDIA/BOMB.WAV","File Modified"
true,"1998-03-05 03:11:14","/Program Files/Microsoft Office/Office12/BITMAPS/DBWIZ/TIMEBILL.GIF","File Modified"
true,"1999-10-15 23:31:24","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0293240.WMF","File Modified"
true,"2000-05-27 06:57:40","/Program Files/Microsoft Office/Office12/MEDIA/BREEZE.WAV","File Modified"
true,"1997-07-11 14:37:00","/Program Files/Microsoft Office/Office12/MEDIA/CAMERA.WAV","File Modified"
true,"1999-10-14 01:33:06","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0293570.WMF","File Modified"
true,"1997-07-11 14:37:00","/Program Files/Microsoft Office/Office12/MEDIA/CASHREG.WAV","File Modified"
true,"1998-03-06 00:46:22","/Program Files/Microsoft Office/Office12/BITMAPS/STYLES/ACBLENDS.GIF","File Modified"
true,"1999-10-14 01:36:02","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0293828.WMF","File Modified"
true,"1998-03-02 02:17:34","/Program Files/Microsoft Office/Office12/BITMAPS/STYLES/ACBLUPRT.GIF","File Modified"
true,"1998-05-30 03:10:30","/Program Files/Microsoft Office/Office12/MEDIA/CHIMES.WAV","File Modified"
true,"1999-10-14 01:36:14","/Program Files/Microsoft Office/MEDIA/CAGCAT10/J0293844.WMF","File Modified"
