Icon,Date/Time,Description,"Event Type"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR9F.GIF","File Modified"
true,"1998-03-14 09:32:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01245_.GIF","File Modified"
true,"2002-07-31 06:42:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0105974.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR49B.GIF","File Modified"
true,"1998-03-14 09:32:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01246_.GIF","File Modified"
true,"2000-10-10 21:05:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0198022.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR49F.GIF","File Modified"
true,"1998-03-14 09:10:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01253_.GIF","File Modified"
true,"1998-05-22 01:59:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0198025.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPAPERS.INI","File Modified"
true,"1998-03-14 08:51:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01268_.GIF","File Modified"
true,"1998-06-25 04:20:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0198102.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR00.GIF","File Modified"
true,"1998-03-14 09:07:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01292_.GIF","File Modified"
true,"1998-06-26 01:20:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0198113.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR18F.GIF","File Modified"
true,"1998-03-14 09:06:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01293_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR26F.GIF","File Modified"
true,"1998-03-14 09:06:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01294_.GIF","File Modified"
true,"1998-03-10 05:22:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/BS00136_.WMF","File Modified"
true,"1998-03-14 09:17:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01747_.GIF","File Modified"
true,"1998-07-21 05:03:34","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR2B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR31F.GIF","File Modified"
true,"1998-03-09 21:52:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/BS00145_.WMF","File Modified"
true,"1998-03-14 09:17:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01749_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR36F.GIF","File Modified"
true,"1998-03-09 23:15:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/BS00174_.WMF","File Modified"
true,"1998-03-14 09:16:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01750_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR37F.GIF","File Modified"
true,"1998-03-10 07:01:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/BS00184_.WMF","File Modified"
true,"1998-03-14 08:24:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01770_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR3B.GIF","File Modified"
true,"1998-03-14 05:45:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01838_.GIF","File Modified"
true,"1999-11-20 02:39:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00468_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR3F.GIF","File Modified"
true,"1998-03-14 05:45:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01839_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR40F.GIF","File Modified"
true,"1998-03-14 06:52:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01840_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR45B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/WNTER_01.MID","File Modified"
true,"1998-03-14 05:46:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH02750G.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR45F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR48F.GIF","File Modified"
true,"2002-07-31 06:42:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD09194_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR49B.GIF","File Modified"
true,"1998-03-10 06:30:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00720_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR51B.GIF","File Modified"
true,"1998-03-10 03:28:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02267_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR8F.GIF","File Modified"
true,"1998-03-15 15:57:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD10890_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR11F.GIF","File Modified"
true,"1998-03-15 15:52:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD10972_.GIF","File Modified"
true,"1998-11-30 04:43:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0215076.WMF","File Modified"
true,"2000-03-08 11:45:34","/Program Files/Microsoft Office/Office12/XL5EN32.OLB","File Modified"
true,"2001-07-22 07:41:42","/WINDOWS/ServicePackFiles/i386/locale.gpd","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR12F.GIF","File Modified"
true,"1998-03-13 00:34:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD19563_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR13F.GIF","File Modified"
true,"1998-03-13 00:33:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD19582_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR14F.GIF","File Modified"
true,"1998-03-13 01:01:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD19695_.WMF","File Modified"
true,"1998-06-19 06:19:30","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143743.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR15F.GIF","File Modified"
true,"1998-03-13 00:55:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD19827_.WMF","File Modified"
true,"1998-06-19 22:34:32","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143744.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR16F.GIF","File Modified"
true,"1998-03-13 00:55:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD19828_.WMF","File Modified"
true,"1998-06-19 22:34:44","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143745.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR17F.GIF","File Modified"
true,"1998-03-13 00:48:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD19986_.WMF","File Modified"
true,"1998-06-19 22:33:16","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143746.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR19F.GIF","File Modified"
true,"1998-03-13 00:47:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD19988_.WMF","File Modified"
true,"1998-06-19 22:36:46","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143748.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR1B.GIF","File Modified"
true,"1998-03-13 00:47:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/BD20013_.WMF","File Modified"
true,"1998-06-19 22:34:22","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143749.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR1F.GIF","File Modified"
true,"1998-03-10 07:22:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00008_.WMF","File Modified"
true,"1998-06-19 22:35:20","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143750.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR20F.GIF","File Modified"
true,"1998-03-10 07:22:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00012_.WMF","File Modified"
true,"1998-06-19 22:35:06","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143752.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR21F.GIF","File Modified"
true,"1998-03-10 06:20:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00045_.WMF","File Modified"
true,"1998-06-19 22:35:56","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143753.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR22F.GIF","File Modified"
true,"1998-03-10 05:50:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00098_.WMF","File Modified"
true,"1998-06-19 22:36:58","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143754.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR23F.GIF","File Modified"
true,"1998-03-09 21:50:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00105_.WMF","File Modified"
true,"1998-06-19 22:35:32","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/J0143758.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB00516L.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR24F.GIF","File Modified"
true,"1998-03-10 05:26:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00122_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR25F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB00531L.GIF","File Modified"
true,"1998-03-10 05:26:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00130_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR27F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB00673L.GIF","File Modified"
true,"1998-03-09 21:49:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00148_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR28F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB00703L.GIF","File Modified"
true,"1998-03-09 21:49:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00152_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB00760L.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR29F.GIF","File Modified"
true,"1998-03-09 21:50:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00194_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR2F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB00780L.GIF","File Modified"
true,"1998-03-09 21:49:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00195_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR30F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB01741L.GIF","File Modified"
true,"1998-03-10 06:53:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00234_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR32F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02039_.GIF","File Modified"
true,"1998-03-10 06:48:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00242_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02055_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR33F.GIF","File Modified"
true,"1998-03-10 06:42:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00247_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02073_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR34F.GIF","File Modified"
true,"1998-03-10 06:36:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00248_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR35F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02074_.GIF","File Modified"
true,"1998-03-10 06:44:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00252_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR38F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02077_.GIF","File Modified"
true,"1998-03-09 21:49:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00254_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR39F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02082_.GIF","File Modified"
true,"1998-03-10 06:24:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00261_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR42F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02085_.GIF","File Modified"
true,"1998-03-10 06:24:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00262_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR43B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02097_.GIF","File Modified"
true,"1998-03-10 03:21:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/BL00265_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02106_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR43F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02116_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR44B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR44F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02134_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR46B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02187_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02198_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR46F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02201_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR47B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR47F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02214_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/Publisher/Backgrounds/WB02218_.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR48B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR49F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR4B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR4F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR50B.GIF","File Modified"
true,"2001-08-17 17:11:22","/WINDOWS/system32/ReinstallBackups/0001/DriverFiles/i386/pcntpci5.sys","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR50F.GIF","File Modified"
true,"2000-01-13 03:34:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0309902.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR51F.GIF","File Modified"
true,"2000-01-13 03:34:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0309904.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR5B.GIF","File Modified"
true,"2000-01-13 03:35:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0309920.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR5F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR6B.GIF","File Modified"
true,"2000-02-09 00:30:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0315612.JPG","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR6F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR7B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR7F.GIF","File Modified"
true,"2002-04-23 23:12:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0318810.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR8B.GIF","File Modified"
true,"2000-02-27 03:51:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0321179.JPG","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR9B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR9F.GIF","File Modified"
true,"2000-06-01 23:12:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0341328.JPG","File Modified"
true,"1998-08-20 23:56:06","/Program Files/Microsoft Office/Office12/FORMS/1033/SCHDRESN.CFG","File Modified"
true,"1998-08-20 23:55:48","/Program Files/Microsoft Office/Office12/FORMS/1033/ACTIVITY.CFG","File Modified"
true,"1998-08-20 23:55:48","/Program Files/Microsoft Office/Office12/FORMS/1033/APPT.CFG","File Modified"
true,"1998-08-20 23:55:48","/Program Files/Microsoft Office/Office12/FORMS/1033/CNFNOT.CFG","File Modified"
true,"1998-08-20 23:55:48","/Program Files/Microsoft Office/Office12/FORMS/1033/CNFRES.CFG","File Modified"
true,"1998-08-20 23:55:48","/Program Files/Microsoft Office/Office12/FORMS/1033/CONTACT.CFG","File Modified"
true,"1998-12-03 08:40:12","/Program Files/Microsoft Office/Office12/1033/RPLBRF35.CHM","File Modified"
true,"2002-07-31 06:42:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01173_.WMF","File Modified"
true,"1998-08-20 23:55:50","/Program Files/Microsoft Office/Office12/FORMS/1033/DISTLIST.CFG","File Modified"
true,"1998-08-20 23:55:50","/Program Files/Microsoft Office/Office12/FORMS/1033/DOC.CFG","File Modified"
true,"1998-08-20 23:55:52","/Program Files/Microsoft Office/Office12/FORMS/1033/EXITEM.CFG","File Modified"
true,"1998-03-11 09:23:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01186_.WMF","File Modified"
true,"1998-06-11 03:11:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01366_.WMF","File Modified"
true,"1998-03-11 07:57:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01434_.WMF","File Modified"
true,"1998-03-11 06:08:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01585_.WMF","File Modified"
true,"1998-03-11 06:08:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01586_.WMF","File Modified"
true,"1998-03-11 05:37:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01628_.WMF","File Modified"
true,"1998-08-20 23:55:54","/Program Files/Microsoft Office/Office12/FORMS/1033/IPM.CFG","File Modified"
true,"1998-03-11 05:42:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01629_.WMF","File Modified"
true,"1998-03-11 05:51:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01630_.WMF","File Modified"
true,"1998-03-11 05:41:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01631_.WMF","File Modified"
true,"1998-08-20 23:56:00","/Program Files/Microsoft Office/Office12/FORMS/1033/POSTIT.CFG","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/EAST_01.MID","File Modified"
true,"1998-03-09 21:30:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/ED00010_.WMF","File Modified"
true,"1998-08-20 23:56:02","/Program Files/Microsoft Office/Office12/FORMS/1033/RCLRPT.CFG","File Modified"
true,"1998-03-10 03:42:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/ED00019_.WMF","File Modified"
true,"1998-03-11 07:37:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/ED00172_.WMF","File Modified"
true,"1998-03-11 18:56:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/ED00184_.WMF","File Modified"
true,"1998-08-20 23:56:02","/Program Files/Microsoft Office/Office12/FORMS/1033/REMOTE.CFG","File Modified"
true,"1998-03-10 07:41:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/EN00006_.WMF","File Modified"
true,"1998-03-09 21:44:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00306_.WMF","File Modified"
true,"1998-08-20 23:56:02","/Program Files/Microsoft Office/Office12/FORMS/1033/REPLTMPL.CFG","File Modified"
true,"1998-03-10 06:57:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00336_.WMF","File Modified"
true,"1998-08-20 23:56:02","/Program Files/Microsoft Office/Office12/FORMS/1033/REPORT.CFG","File Modified"
true,"1998-03-09 21:43:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00403_.WMF","File Modified"
true,"1998-03-09 21:43:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00414_.WMF","File Modified"
true,"1998-03-10 09:50:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00394_.WMF","File Modified"
true,"1998-08-20 23:56:04","/Program Files/Microsoft Office/Office12/FORMS/1033/RESEND.CFG","File Modified"
true,"1998-03-10 03:39:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00395_.WMF","File Modified"
true,"1998-03-10 03:39:06","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00396_.WMF","File Modified"
true,"1998-03-10 03:38:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00417_.WMF","File Modified"
true,"1998-03-09 22:37:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00433_.WMF","File Modified"
true,"1998-03-09 21:31:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00438_.WMF","File Modified"
true,"1998-03-10 07:05:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00452_.WMF","File Modified"
true,"2002-05-25 01:22:16","/WINDOWS/$NtServicePackUninstall$/msdaipp.dll","File Modified"
true,"1998-03-10 07:05:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00454_.WMF","File Modified"
true,"2001-07-22 07:41:42","/WINDOWS/ServicePackFiles/i386/stdnames.gpd","File Modified"
true,"1998-03-10 06:57:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00458_.WMF","File Modified"
true,"1998-03-10 06:56:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00462_.WMF","File Modified"
true,"1998-03-10 04:19:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00487_.WMF","File Modified"
true,"1998-03-09 21:43:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00494_.WMF","File Modified"
true,"1998-03-10 03:38:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00512_.WMF","File Modified"
